 1.81544891E-01  2.39369014E-01
 1.50937722E-01  1.42123417E-01
 1.61080262E-01  2.58707696E-01
 1.53747485E-01  1.62550866E-01
-1.03890378E+00  1.82427272E-01
 1.71141823E-01  1.03038856E-02
-9.40823558E-01  1.66833496E-01
 1.56365385E-01  2.38666369E-01
-9.41433909E-01  1.88715745E-01
-8.79171363E-01  2.42651208E-01
 1.60788292E-01  1.07471965E-01
 1.62327668E-01  2.88174614E-01
-1.03144187E+00  1.72335512E-01
 1.65786590E-01  1.69812497E-01
-1.00196051E+00  1.70205685E-01
-9.77432871E-01  1.91661959E-01
-9.28086467E-01  1.80096487E-01
 1.60767349E-01  2.08104592E-01
-9.58574364E-01  1.79998600E-01
 1.57927523E-01  6.87032362E-02
-7.01498181E-01  2.75729486E-01
 1.60942197E-01  3.04992759E-01
 1.74428584E-01  8.96020822E-02
 1.52308243E-01  1.29237713E-01
-3.23306162E-01  3.12918855E-01
 1.56494237E-01  2.82120015E-01
 1.57628520E-01  1.25053491E-01
 1.54286717E-01  1.82186454E-01
 1.52417358E-01  1.46387712E-01
 1.50212603E-01  1.89475840E-01
-1.00086650E+00  8.81200791E-02
 1.61868552E-01  2.72047191E-01
-1.09549915E+00  1.83861037E-01
 1.50848417E-01  2.60734159E-01
-9.19547905E-01  1.93205002E-01
 1.55560215E-01  7.95284083E-02
 1.60811496E-01  1.41286220E-01
-1.02597142E+00  6.43171038E-02
-1.08183380E+00  1.90975441E-01
 1.62321948E-01  1.97927677E-01
 1.56836293E-01  2.16293454E-01
 1.64084902E-01  2.68934317E-01
-1.01343246E+00  1.83004521E-01
 1.53546529E-01  1.68108911E-01
 1.61650604E-01  7.75123512E-02
-9.49972834E-01  2.72869023E-01
-9.71574392E-01  1.81516064E-01
 1.51015649E-01  1.43340675E-01
 1.49390145E-01  1.83938005E-01
 1.54316963E-01  1.07387089E-01
 1.56521785E-01  1.96957753E-01
-8.99719947E-01  9.88759220E-02
 1.50506087E-01  1.64074858E-01
 1.52444139E-01  2.09373974E-01
-1.06204959E+00  3.10855128E-01
 1.54725534E-01  1.56735701E-01
-9.94135256E-01  1.80624619E-01
-9.48844364E-01  2.73852427E-01
 1.54823185E-01  1.51653016E-01
 1.63195925E-01  9.83315393E-02
-1.06215153E+00  1.81696058E-01
 1.54730936E-01  1.48459454E-01
-1.09916642E+00  1.76743060E-01
 1.56506810E-01  1.58102535E-01
 1.51892032E-01  1.33349284E-01
 1.56463831E-01  2.77870341E-01
 1.48164713E-01  1.76887317E-01
